trial_number,p_r,trial_id,tank,b_t,i_d,kelp_in,kelp_out,consumption,mortality,urchin_density
1,r,R12-2,12-TD,t,d,249,229.8,19.2,0,12
1,r,R12-2,12-TD,t,d,249,229.8,19.2,0,12
1,r,R12-2,12-TD,t,d,249,229.8,19.2,0,12
1,r,R12-2,12-TD,t,d,249,229.8,19.2,0,12
1,p,P24-3,11-TI,t,i,249.7,202,47.7,1,24
1,p,P24-3,11-TI,t,i,249.7,202,47.7,1,24
1,p,P24-3,11-TI,t,i,249.7,202,47.7,1,24
1,p,P24-3,11-TI,t,i,249.7,202,47.7,1,24
1,p,P24-3,11-TI,t,i,249.7,202,47.7,1,24
1,p,P24-3,11-TI,t,i,249.7,202,47.7,1,24
1,p,P24-3,11-TI,t,i,249.7,202,47.7,1,24
1,p,P24-3,11-TI,t,i,249.7,202,47.7,1,24
1,p,P24-3,11-TI,t,i,249.7,202,47.7,1,24
1,p,P24-3,11-TI,t,i,249.7,202,47.7,1,24
1,p,P24-3,11-TI,t,i,249.7,202,47.7,1,24
1,p,P24-3,11-TI,t,i,249.7,202,47.7,1,24
1,p,P24-3,11-TI,t,i,249.7,202,47.7,1,24
1,p,P24-3,11-TI,t,i,249.7,202,47.7,1,24
1,p,P24-3,11-TI,t,i,249.7,202,47.7,1,24
1,p,P24-3,11-TI,t,i,249.7,202,47.7,1,24
1,p,P24-3,11-TI,t,i,249.7,202,47.7,1,24
1,p,P24-3,11-TI,t,i,249.7,202,47.7,1,24
1,p,P24-3,11-TI,t,i,249.7,202,47.7,1,24
1,p,P24-3,11-TI,t,i,249.7,202,47.7,1,24
1,p,P24-3,11-TI,t,i,249.7,202,47.7,1,24
1,p,P24-3,11-TI,t,i,249.7,202,47.7,1,24
1,p,P24-3,11-TI,t,i,249.7,202,47.7,1,24
1,p,P24-3,11-TI,t,i,249.7,202,47.7,1,24
1,p,P2-3,11-TD,t,d,250.3,246.3,4,0,2
1,p,P2-3,11-TD,t,d,250.3,246.3,4,0,2
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P44-3,11-BI,b,i,250.1,127.9,122.2,1,44
1,p,P19-2,11-BD,b,d,249.8,239.7,10.1,0,19
1,p,P19-2,11-BD,b,d,249.8,239.7,10.1,0,19
1,p,P19-2,11-BD,b,d,249.8,239.7,10.1,0,19
1,p,P19-2,11-BD,b,d,249.8,239.7,10.1,0,19
1,p,P19-2,11-BD,b,d,249.8,239.7,10.1,0,19
1,p,P19-2,11-BD,b,d,249.8,239.7,10.1,0,19
1,p,P19-2,11-BD,b,d,249.8,239.7,10.1,0,19
1,p,P19-2,11-BD,b,d,249.8,239.7,10.1,0,19
1,p,P19-2,11-BD,b,d,249.8,239.7,10.1,0,19
1,p,P19-2,11-BD,b,d,249.8,239.7,10.1,0,19
1,p,P19-2,11-BD,b,d,249.8,239.7,10.1,0,19
1,p,P19-2,11-BD,b,d,249.8,239.7,10.1,0,19
1,p,P19-2,11-BD,b,d,249.8,239.7,10.1,0,19
1,p,P19-2,11-BD,b,d,249.8,239.7,10.1,0,19
1,p,P19-2,11-BD,b,d,249.8,239.7,10.1,0,19
1,p,P19-2,11-BD,b,d,249.8,239.7,10.1,0,19
1,p,P19-2,11-BD,b,d,249.8,239.7,10.1,0,19
1,p,P19-2,11-BD,b,d,249.8,239.7,10.1,0,19
1,p,P19-2,11-BD,b,d,249.8,239.7,10.1,0,19
1,r,R5-1,12-BI,b,i,249.7,230,19.7,0,5
1,r,R5-1,12-BI,b,i,249.7,230,19.7,0,5
1,r,R5-1,12-BI,b,i,249.7,230,19.7,0,5
1,r,R5-1,12-BI,b,i,249.7,230,19.7,0,5
1,r,R5-1,12-BI,b,i,249.7,230,19.7,0,5
1,p,P11-3,12-BD,b,d,249.4,239.3,10.1,0,11
1,p,P11-3,12-BD,b,d,249.4,239.3,10.1,0,11
1,p,P11-3,12-BD,b,d,249.4,239.3,10.1,0,11
1,p,P11-3,12-BD,b,d,249.4,239.3,10.1,0,11
1,p,P11-3,12-BD,b,d,249.4,239.3,10.1,0,11
1,p,P11-3,12-BD,b,d,249.4,239.3,10.1,0,11
1,p,P11-3,12-BD,b,d,249.4,239.3,10.1,0,11
1,p,P11-3,12-BD,b,d,249.4,239.3,10.1,0,11
1,p,P11-3,12-BD,b,d,249.4,239.3,10.1,0,11
1,p,P11-3,12-BD,b,d,249.4,239.3,10.1,0,11
1,p,P11-3,12-BD,b,d,249.4,239.3,10.1,0,11
1,r,R5-2,13-BI,b,i,249.8,236.6,13.2,0,5
1,r,R5-2,13-BI,b,i,249.8,236.6,13.2,0,5
1,r,R5-2,13-BI,b,i,249.8,236.6,13.2,0,5
1,r,R5-2,13-BI,b,i,249.8,236.6,13.2,0,5
1,r,R5-2,13-BI,b,i,249.8,236.6,13.2,0,5
1,p,P19-3,13-BD,b,d,249.3,215.7,33.6,0,19
1,p,P19-3,13-BD,b,d,249.3,215.7,33.6,0,19
1,p,P19-3,13-BD,b,d,249.3,215.7,33.6,0,19
1,p,P19-3,13-BD,b,d,249.3,215.7,33.6,0,19
1,p,P19-3,13-BD,b,d,249.3,215.7,33.6,0,19
1,p,P19-3,13-BD,b,d,249.3,215.7,33.6,0,19
1,p,P19-3,13-BD,b,d,249.3,215.7,33.6,0,19
1,p,P19-3,13-BD,b,d,249.3,215.7,33.6,0,19
1,p,P19-3,13-BD,b,d,249.3,215.7,33.6,0,19
1,p,P19-3,13-BD,b,d,249.3,215.7,33.6,0,19
1,p,P19-3,13-BD,b,d,249.3,215.7,33.6,0,19
1,p,P19-3,13-BD,b,d,249.3,215.7,33.6,0,19
1,p,P19-3,13-BD,b,d,249.3,215.7,33.6,0,19
1,p,P19-3,13-BD,b,d,249.3,215.7,33.6,0,19
1,p,P19-3,13-BD,b,d,249.3,215.7,33.6,0,19
1,p,P19-3,13-BD,b,d,249.3,215.7,33.6,0,19
1,p,P19-3,13-BD,b,d,249.3,215.7,33.6,0,19
1,p,P19-3,13-BD,b,d,249.3,215.7,33.6,0,19
1,p,P19-3,13-BD,b,d,249.3,215.7,33.6,0,19
1,p,P22-3,14-BI,b,i,250.5,219.6,30.9,0,22
1,p,P22-3,14-BI,b,i,250.5,219.6,30.9,0,22
1,p,P22-3,14-BI,b,i,250.5,219.6,30.9,0,22
1,p,P22-3,14-BI,b,i,250.5,219.6,30.9,0,22
1,p,P22-3,14-BI,b,i,250.5,219.6,30.9,0,22
1,p,P22-3,14-BI,b,i,250.5,219.6,30.9,0,22
1,p,P22-3,14-BI,b,i,250.5,219.6,30.9,0,22
1,p,P22-3,14-BI,b,i,250.5,219.6,30.9,0,22
1,p,P22-3,14-BI,b,i,250.5,219.6,30.9,0,22
1,p,P22-3,14-BI,b,i,250.5,219.6,30.9,0,22
1,p,P22-3,14-BI,b,i,250.5,219.6,30.9,0,22
1,p,P22-3,14-BI,b,i,250.5,219.6,30.9,0,22
1,p,P22-3,14-BI,b,i,250.5,219.6,30.9,0,22
1,p,P22-3,14-BI,b,i,250.5,219.6,30.9,0,22
1,p,P22-3,14-BI,b,i,250.5,219.6,30.9,0,22
1,p,P22-3,14-BI,b,i,250.5,219.6,30.9,0,22
1,p,P22-3,14-BI,b,i,250.5,219.6,30.9,0,22
1,p,P22-3,14-BI,b,i,250.5,219.6,30.9,0,22
1,p,P22-3,14-BI,b,i,250.5,219.6,30.9,0,22
1,p,P22-3,14-BI,b,i,250.5,219.6,30.9,0,22
1,p,P22-3,14-BI,b,i,250.5,219.6,30.9,0,22
1,p,P22-3,14-BI,b,i,250.5,219.6,30.9,0,22
1,p,P3-3,14-BD,b,d,249.5,251.7,-2.2,0,3
1,p,P3-3,14-BD,b,d,249.5,251.7,-2.2,0,3
1,p,P3-3,14-BD,b,d,249.5,251.7,-2.2,0,3
2,r,R3-3,1-BD,b,d,251,233,18,0,3
2,r,R3-3,1-BD,b,d,251,233,18,0,3
2,r,R3-3,1-BD,b,d,251,233,18,0,3
2,p,P2-4,4-BD,b,d,251,252,-1,0,2
2,p,P2-4,4-BD,b,d,251,252,-1,0,2
2,r,R1-3,11-TD,t,d,249,235,14,0,1
2,p,P7-4,11-TI,t,i,250,239,11,1,7
2,p,P7-4,11-TI,t,i,250,239,11,1,7
2,p,P7-4,11-TI,t,i,250,239,11,1,7
2,p,P7-4,11-TI,t,i,250,239,11,1,7
2,p,P7-4,11-TI,t,i,250,239,11,1,7
2,p,P7-4,11-TI,t,i,250,239,11,1,7
2,p,P7-4,11-TI,t,i,250,239,11,1,7
2,p,P11-4,11-BD,b,d,250,242,8,0,11
2,p,P11-4,11-BD,b,d,250,242,8,0,11
2,p,P11-4,11-BD,b,d,250,242,8,0,11
2,p,P11-4,11-BD,b,d,250,242,8,0,11
2,p,P11-4,11-BD,b,d,250,242,8,0,11
2,p,P11-4,11-BD,b,d,250,242,8,0,11
2,p,P11-4,11-BD,b,d,250,242,8,0,11
2,p,P11-4,11-BD,b,d,250,242,8,0,11
2,p,P11-4,11-BD,b,d,250,242,8,0,11
2,p,P11-4,11-BD,b,d,250,242,8,0,11
2,p,P11-4,11-BD,b,d,250,242,8,0,11
2,p,P3-4,7-BI,b,i,250,250,0,0,24
2,p,P3-4,7-BI,b,i,250,250,0,0,24
2,p,P3-4,7-BI,b,i,250,250,0,0,24
2,r,R2-3,7-BD,b,d,250,248,2,0,24
2,r,R2-3,7-BD,b,d,250,248,2,0,24
2,p,P44-4,8-BD,b,d,250,213,37,4,24
2,p,P44-4,8-BD,b,d,250,213,37,4,24
2,p,P44-4,8-BD,b,d,250,213,37,4,24
2,p,P44-4,8-BD,b,d,250,213,37,4,24
2,p,P44-4,8-BD,b,d,250,213,37,4,24
2,p,P44-4,8-BD,b,d,250,213,37,4,24
2,p,P44-4,8-BD,b,d,250,213,37,4,24
2,p,P44-4,8-BD,b,d,250,213,37,4,24
2,p,P44-4,8-BD,b,d,250,213,37,4,24
2,p,P44-4,8-BD,b,d,250,213,37,4,24
2,p,P44-4,8-BD,b,d,250,213,37,4,24
2,p,P44-4,8-BD,b,d,250,213,37,4,24
2,p,P44-4,8-BD,b,d,250,213,37,4,24
2,p,P44-4,8-BD,b,d,250,213,37,4,24
2,p,P44-4,8-BD,b,d,250,213,37,4,24
2,p,P44-4,8-BD,b,d,250,213,37,4,24
2,p,P44-4,8-BD,b,d,250,213,37,4,24
2,p,P44-4,8-BD,b,d,250,213,37,4,24
2,p,P44-4,8-BD,b,d,250,213,37,4,24
2,p,P44-4,8-BD,b,d,250,213,37,4,3
2,p,P44-4,8-BD,b,d,250,213,37,4,3
2,p,P44-4,8-BD,b,d,250,213,37,4,3
2,p,P44-4,8-BD,b,d,250,213,37,4,2
2,p,P44-4,8-BD,b,d,250,213,37,4,2
2,p,P44-4,8-BD,b,d,250,213,37,4,44
2,p,P44-4,8-BD,b,d,250,213,37,4,44
2,p,P44-4,8-BD,b,d,250,213,37,4,44
2,p,P44-4,8-BD,b,d,250,213,37,4,44
2,p,P44-4,8-BD,b,d,250,213,37,4,44
2,p,P44-4,8-BD,b,d,250,213,37,4,44
2,p,P44-4,8-BD,b,d,250,213,37,4,44
2,p,P44-4,8-BD,b,d,250,213,37,4,44
2,p,P44-4,8-BD,b,d,250,213,37,4,44
2,p,P44-4,8-BD,b,d,250,213,37,4,44
2,p,P44-4,8-BD,b,d,250,213,37,4,44
2,p,P44-4,8-BD,b,d,250,213,37,4,44
2,p,P44-4,8-BD,b,d,250,213,37,4,44
2,p,P44-4,8-BD,b,d,250,213,37,4,44
2,p,P44-4,8-BD,b,d,250,213,37,4,44
2,p,P44-4,8-BD,b,d,250,213,37,4,44
2,p,P44-4,8-BD,b,d,250,213,37,4,44
2,p,P44-4,8-BD,b,d,250,213,37,4,44
2,p,P44-4,8-BD,b,d,250,213,37,4,44
2,p,P44-4,8-BD,b,d,250,213,37,4,44
2,r,R5-3,8-BI,b,i,250,235,15,0,44
2,r,R5-3,8-BI,b,i,250,235,15,0,44
2,r,R5-3,8-BI,b,i,250,235,15,0,44
2,r,R5-3,8-BI,b,i,250,235,15,0,44
2,r,R5-3,8-BI,b,i,250,235,15,0,44
2,r,R7-3,12-TD,t,d,251,230,21,0,44
2,r,R7-3,12-TD,t,d,251,230,21,0,44
2,r,R7-3,12-TD,t,d,251,230,21,0,44
2,r,R7-3,12-TD,t,d,251,230,21,0,44
2,r,R7-3,12-TD,t,d,251,230,21,0,44
2,r,R7-3,12-TD,t,d,251,230,21,0,44
2,r,R7-3,12-TD,t,d,251,230,21,0,44
2,p,P19-4,12-TI,t,i,249,231,18,0,44
2,p,P19-4,12-TI,t,i,249,231,18,0,44
2,p,P19-4,12-TI,t,i,249,231,18,0,44
2,p,P19-4,12-TI,t,i,249,231,18,0,44
2,p,P19-4,12-TI,t,i,249,231,18,0,44
2,p,P19-4,12-TI,t,i,249,231,18,0,44
2,p,P19-4,12-TI,t,i,249,231,18,0,44
2,p,P19-4,12-TI,t,i,249,231,18,0,44
2,p,P19-4,12-TI,t,i,249,231,18,0,44
2,p,P19-4,12-TI,t,i,249,231,18,0,44
2,p,P19-4,12-TI,t,i,249,231,18,0,44
2,p,P19-4,12-TI,t,i,249,231,18,0,44
2,p,P19-4,12-TI,t,i,249,231,18,0,5
2,p,P19-4,12-TI,t,i,249,231,18,0,5
2,p,P19-4,12-TI,t,i,249,231,18,0,5
2,p,P19-4,12-TI,t,i,249,231,18,0,5
2,p,P19-4,12-TI,t,i,249,231,18,0,5
2,p,P19-4,12-TI,t,i,249,231,18,0,7
2,p,P19-4,12-TI,t,i,249,231,18,0,7
2,r,R12-3,9-BD,b,d,249,217,32,0,7
2,r,R12-3,9-BD,b,d,249,217,32,0,7
2,r,R12-3,9-BD,b,d,249,217,32,0,7
2,r,R12-3,9-BD,b,d,249,217,32,0,7
2,r,R12-3,9-BD,b,d,249,217,32,0,7
2,r,R12-3,9-BD,b,d,249,217,32,0,19
2,r,R12-3,9-BD,b,d,249,217,32,0,19
2,r,R12-3,9-BD,b,d,249,217,32,0,19
2,r,R12-3,9-BD,b,d,249,217,32,0,19
2,r,R12-3,9-BD,b,d,249,217,32,0,19
2,r,R12-3,9-BD,b,d,249,217,32,0,19
2,r,R12-3,9-BD,b,d,249,217,32,0,19
2,p,P22-4,13-BD,b,d,249,242,7,2,19
2,p,P22-4,13-BD,b,d,249,242,7,2,19
2,p,P22-4,13-BD,b,d,249,242,7,2,19
2,p,P22-4,13-BD,b,d,249,242,7,2,19
2,p,P22-4,13-BD,b,d,249,242,7,2,19
2,p,P22-4,13-BD,b,d,249,242,7,2,19
2,p,P22-4,13-BD,b,d,249,242,7,2,19
2,p,P22-4,13-BD,b,d,249,242,7,2,19
2,p,P22-4,13-BD,b,d,249,242,7,2,19
2,p,P22-4,13-BD,b,d,249,242,7,2,19
2,p,P22-4,13-BD,b,d,249,242,7,2,19
2,p,P22-4,13-BD,b,d,249,242,7,2,19
2,p,P22-4,13-BD,b,d,249,242,7,2,12
2,p,P22-4,13-BD,b,d,249,242,7,2,12
2,p,P22-4,13-BD,b,d,249,242,7,2,12
2,p,P22-4,13-BD,b,d,249,242,7,2,12
2,p,P22-4,13-BD,b,d,249,242,7,2,12
2,p,P22-4,13-BD,b,d,249,242,7,2,12
2,p,P22-4,13-BD,b,d,249,242,7,2,12
2,p,P22-4,13-BD,b,d,249,242,7,2,12
2,p,P22-4,13-BD,b,d,249,242,7,2,12
2,p,P22-4,13-BD,b,d,249,242,7,2,12
2,p,P24-4,7-TI,t,i,250,205,45,0,12
2,p,P24-4,7-TI,t,i,250,205,45,0,12
2,p,P24-4,7-TI,t,i,250,205,45,0,22
2,p,P24-4,7-TI,t,i,250,205,45,0,22
2,p,P24-4,7-TI,t,i,250,205,45,0,22
2,p,P24-4,7-TI,t,i,250,205,45,0,22
2,p,P24-4,7-TI,t,i,250,205,45,0,22
2,p,P24-4,7-TI,t,i,250,205,45,0,22
2,p,P24-4,7-TI,t,i,250,205,45,0,22
2,p,P24-4,7-TI,t,i,250,205,45,0,22
2,p,P24-4,7-TI,t,i,250,205,45,0,22
2,p,P24-4,7-TI,t,i,250,205,45,0,22
2,p,P24-4,7-TI,t,i,250,205,45,0,22
2,p,P24-4,7-TI,t,i,250,205,45,0,22
2,p,P24-4,7-TI,t,i,250,205,45,0,22
2,p,P24-4,7-TI,t,i,250,205,45,0,22
2,p,P24-4,7-TI,t,i,250,205,45,0,22
2,p,P24-4,7-TI,t,i,250,205,45,0,22
2,p,P24-4,7-TI,t,i,250,205,45,0,22
2,p,P24-4,7-TI,t,i,250,205,45,0,22
2,p,P24-4,7-TI,t,i,250,205,45,0,22
2,p,P24-4,7-TI,t,i,250,205,45,0,22
2,p,P24-4,7-TI,t,i,250,205,45,0,22
2,p,P24-4,7-TI,t,i,250,205,45,0,22