date,type,trial_number,trial_id,tank,tank_size,urchin_density,urchin_size,urchin_mass,total_time,kelp_in_total,Kelp_out_total,mortality
7/3/19,p,1,P7-1,1-BI,1.6,7,65,110,46.18333333,249.2,223.7,
7/3/19,p,1,P7-1,1-BI,1.6,7,69,122,46.18333333,249.2,223.7,
7/3/19,p,1,P7-1,1-BI,1.6,7,54,67,46.18333333,249.2,223.7,
7/3/19,p,1,P7-1,1-BI,1.6,7,49,58,46.18333333,249.2,223.7,
7/3/19,p,1,P7-1,1-BI,1.6,7,49,54,46.18333333,249.2,223.7,
7/3/19,p,1,P7-1,1-BI,1.6,7,43,31,46.18333333,249.2,223.7,
7/3/19,p,1,P7-1,1-BI,1.6,7,48,48,46.18333333,249.2,223.7,
7/3/19,r,1,R1-1,1-BD,1.6,1,87,229,94.41666667,248.6,233.2,
7/3/19,r,1,R7-1,2-BI,1.6,7,81,209,94.45,249,183.1,
7/3/19,r,1,R7-1,2-BI,1.6,7,84,265,94.45,249,183.1,
7/3/19,r,1,R7-1,2-BI,1.6,7,70,127,94.45,249,183.1,
7/3/19,r,1,R7-1,2-BI,1.6,7,66,157,94.45,249,183.1,
7/3/19,r,1,R7-1,2-BI,1.6,7,38,31,94.45,249,183.1,
7/3/19,r,1,R7-1,2-BI,1.6,7,46,49,94.45,249,183.1,
7/3/19,r,1,R7-1,2-BI,1.6,7,48,59,94.45,249,183.1,
7/3/19,p,1,P22-1,2-BD,1.6,22,54,69,46.23333333,249.8,199.5,
7/3/19,p,1,P22-1,2-BD,1.6,22,57,78,46.23333333,249.8,199.5,
7/3/19,p,1,P22-1,2-BD,1.6,22,49,57,46.23333333,249.8,199.5,
7/3/19,p,1,P22-1,2-BD,1.6,22,65,95,46.23333333,249.8,199.5,
7/3/19,p,1,P22-1,2-BD,1.6,22,64,99,46.23333333,249.8,199.5,
7/3/19,p,1,P22-1,2-BD,1.6,22,51,57,46.23333333,249.8,199.5,
7/3/19,p,1,P22-1,2-BD,1.6,22,53,64,46.23333333,249.8,199.5,
7/3/19,p,1,P22-1,2-BD,1.6,22,57,79,46.23333333,249.8,199.5,
7/3/19,p,1,P22-1,2-BD,1.6,22,57,83,46.23333333,249.8,199.5,
7/3/19,p,1,P22-1,2-BD,1.6,22,53,75,46.23333333,249.8,199.5,
7/3/19,p,1,P22-1,2-BD,1.6,22,50,46,46.23333333,249.8,199.5,
7/3/19,p,1,P22-1,2-BD,1.6,22,50,47,46.23333333,249.8,199.5,
7/3/19,p,1,P22-1,2-BD,1.6,22,68,126,46.23333333,249.8,199.5,
7/3/19,p,1,P22-1,2-BD,1.6,22,57,76,46.23333333,249.8,199.5,
7/3/19,p,1,P22-1,2-BD,1.6,22,49,50,46.23333333,249.8,199.5,
7/3/19,p,1,P22-1,2-BD,1.6,22,44,43,46.23333333,249.8,199.5,
7/3/19,p,1,P22-1,2-BD,1.6,22,42,40,46.23333333,249.8,199.5,
7/3/19,p,1,P22-1,2-BD,1.6,22,65,94,46.23333333,249.8,199.5,
7/3/19,p,1,P22-1,2-BD,1.6,22,56,76,46.23333333,249.8,199.5,
7/3/19,p,1,P22-1,2-BD,1.6,22,51,51,46.23333333,249.8,199.5,
7/3/19,p,1,P22-1,2-BD,1.6,22,39,25,46.23333333,249.8,199.5,
7/3/19,p,1,P22-1,2-BD,1.6,22,46,42,46.23333333,249.8,199.5,
7/3/19,p,1,P3-1,3-BI,1.6,3,69,137,46.91666667,250.3,229.6,
7/3/19,p,1,P3-1,3-BI,1.6,3,46,42,46.91666667,250.3,229.6,
7/3/19,p,1,P3-1,3-BI,1.6,3,68,122,46.91666667,250.3,229.6,
7/3/19,p,1,P44-1,3-BD,1.6,44,44,36,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,54,65,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,55,68,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,65,110,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,56,72,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,58,74,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,49,39,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,62,77,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,61,87,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,56,74,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,48,43,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,53,63,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,43,31,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,51,50,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,57,71,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,37,25,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,44,37,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,51,51,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,38,23,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,54,71,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,69,117,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,37,23,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,54,58,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,53,57,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,53,51,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,48,37,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,50,57,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,69,127,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,61,93,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,60,97,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,56,73,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,52,62,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,44,40,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,49,47,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,44,37,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,66,110,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,48,48,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,61,101,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,47,43,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,37,19,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,60,101,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,62,120,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,49,42,46.71666667,250.5,165.1,
7/3/19,p,1,P44-1,3-BD,1.6,44,56,82,46.71666667,250.5,165.1,
7/3/19,r,1,R12-1,4-BI,1.6,12,68,140,94.56666667,249.9,135.6,
7/3/19,r,1,R12-1,4-BI,1.6,12,81,241,94.56666667,249.9,135.6,
7/3/19,r,1,R12-1,4-BI,1.6,12,70,182,94.56666667,249.9,135.6,
7/3/19,r,1,R12-1,4-BI,1.6,12,73,179,94.56666667,249.9,135.6,
7/3/19,r,1,R12-1,4-BI,1.6,12,83,269,94.56666667,249.9,135.6,
7/3/19,r,1,R12-1,4-BI,1.6,12,73,171,94.56666667,249.9,135.6,
7/3/19,r,1,R12-1,4-BI,1.6,12,78,241,94.56666667,249.9,135.6,
7/3/19,r,1,R12-1,4-BI,1.6,12,45,41,94.56666667,249.9,135.6,
7/3/19,r,1,R12-1,4-BI,1.6,12,74,210,94.56666667,249.9,135.6,
7/3/19,r,1,R12-1,4-BI,1.6,12,80,246,94.56666667,249.9,135.6,
7/3/19,r,1,R12-1,4-BI,1.6,12,71,136,94.56666667,249.9,135.6,
7/3/19,r,1,R12-1,4-BI,1.6,12,89,253,94.56666667,249.9,135.6,
7/3/19,p,1,P11-1,4-BD,1.6,11,61,111,46.93333333,249.8,243.1,
7/3/19,p,1,P11-1,4-BD,1.6,11,53,62,46.93333333,249.8,243.1,
7/3/19,p,1,P11-1,4-BD,1.6,11,59,88,46.93333333,249.8,243.1,
7/3/19,p,1,P11-1,4-BD,1.6,11,66,116,46.93333333,249.8,243.1,
7/3/19,p,1,P11-1,4-BD,1.6,11,56,74,46.93333333,249.8,243.1,
7/3/19,p,1,P11-1,4-BD,1.6,11,61,87,46.93333333,249.8,243.1,
7/3/19,p,1,P11-1,4-BD,1.6,11,53,59,46.93333333,249.8,243.1,
7/3/19,p,1,P11-1,4-BD,1.6,11,61,92,46.93333333,249.8,243.1,
7/3/19,p,1,P11-1,4-BD,1.6,11,53,57,46.93333333,249.8,243.1,
7/3/19,p,1,P11-1,4-BD,1.6,11,56,74,46.93333333,249.8,243.1,
7/3/19,p,1,P11-1,4-BD,1.6,11,50,59,46.93333333,249.8,243.1,
7/3/19,p,1,P2-1,5-TI,1.6,2,53,59,46.26666667,249.6,251.5,
7/3/19,p,1,P2-1,5-TI,1.6,2,49,42,46.26666667,249.6,251.5,
7/3/19,r,1,R3-1,5-TD,1.6,3,76,197,93.66666667,249.9,220.9,
7/3/19,r,1,R3-1,5-TD,1.6,3,73,231,93.66666667,249.9,220.9,
7/3/19,r,1,R3-1,5-TD,1.6,3,76,215,93.66666667,249.9,220.9,
7/3/19,p,1,P7-2,5-BI,1.6,7,36,20,45.98333333,250.5,235.3,
7/3/19,p,1,P7-2,5-BI,1.6,7,67,130,45.98333333,250.5,235.3,
7/3/19,p,1,P7-2,5-BI,1.6,7,53,62,45.98333333,250.5,235.3,
7/3/19,p,1,P7-2,5-BI,1.6,7,45,39,45.98333333,250.5,235.3,
7/3/19,p,1,P7-2,5-BI,1.6,7,38,22,45.98333333,250.5,235.3,
7/3/19,p,1,P7-2,5-BI,1.6,7,63,118,45.98333333,250.5,235.3,
7/3/19,p,1,P7-2,5-BI,1.6,7,65,122,45.98333333,250.5,235.3,
7/3/19,p,1,P7-3,5-BD,1.6,7,48,43,46.2,250.3,246.9,
7/3/19,p,1,P7-3,5-BD,1.6,7,60,102,46.2,250.3,246.9,
7/3/19,p,1,P7-3,5-BD,1.6,7,44,35,46.2,250.3,246.9,
7/3/19,p,1,P7-3,5-BD,1.6,7,57,95,46.2,250.3,246.9,
7/3/19,p,1,P7-3,5-BD,1.6,7,69,130,46.2,250.3,246.9,
7/3/19,p,1,P7-3,5-BD,1.6,7,43,30,46.2,250.3,246.9,
7/3/19,p,1,P7-3,5-BD,1.6,7,54,65,46.2,250.3,246.9,
7/3/19,p,1,P19-1,6-TI,1.6,19,49,31,46.28333333,249.4,210.7,
7/3/19,p,1,P19-1,6-TI,1.6,19,51,57,46.28333333,249.4,210.7,
7/3/19,p,1,P19-1,6-TI,1.6,19,49,51,46.28333333,249.4,210.7,
7/3/19,p,1,P19-1,6-TI,1.6,19,38,23,46.28333333,249.4,210.7,
7/3/19,p,1,P19-1,6-TI,1.6,19,60,89,46.28333333,249.4,210.7,
7/3/19,p,1,P19-1,6-TI,1.6,19,63,95,46.28333333,249.4,210.7,
7/3/19,p,1,P19-1,6-TI,1.6,19,48,45,46.28333333,249.4,210.7,
7/3/19,p,1,P19-1,6-TI,1.6,19,46,48,46.28333333,249.4,210.7,
7/3/19,p,1,P19-1,6-TI,1.6,19,56,64,46.28333333,249.4,210.7,
7/3/19,p,1,P19-1,6-TI,1.6,19,48,45,46.28333333,249.4,210.7,
7/3/19,p,1,P19-1,6-TI,1.6,19,65,95,46.28333333,249.4,210.7,
7/3/19,p,1,P19-1,6-TI,1.6,19,48,45,46.28333333,249.4,210.7,
7/3/19,p,1,P19-1,6-TI,1.6,19,63,90,46.28333333,249.4,210.7,
7/3/19,p,1,P19-1,6-TI,1.6,19,57,76,46.28333333,249.4,210.7,
7/3/19,p,1,P19-1,6-TI,1.6,19,52,54,46.28333333,249.4,210.7,
7/3/19,p,1,P19-1,6-TI,1.6,19,53,54,46.28333333,249.4,210.7,
7/3/19,p,1,P19-1,6-TI,1.6,19,62,100,46.28333333,249.4,210.7,
7/3/19,p,1,P19-1,6-TI,1.6,19,62,103,46.28333333,249.4,210.7,
7/3/19,p,1,P19-1,6-TI,1.6,19,50,53,46.28333333,249.4,210.7,
7/3/19,p,1,P3-2,6-TD,1.6,3,50,61,46.25,249.8,252.4,
7/3/19,p,1,P3-2,6-TD,1.6,3,55,61,46.25,249.8,252.4,
7/3/19,p,1,P3-2,6-TD,1.6,3,49,44,46.25,249.8,252.4,
7/3/19,r,1,R3-2,6-BI,1.6,3,76,195,92.96666667,249.4,251,
7/3/19,r,1,R3-2,6-BI,1.6,3,70,151,92.96666667,249.4,251,
7/3/19,r,1,R3-2,6-BI,1.6,3,65,127,92.96666667,249.4,251,
7/3/19,p,1,P11-2,6-BD,1.6,11,69,122,45.88333333,249.2,218.4,
7/3/19,p,1,P11-2,6-BD,1.6,11,59,80,45.88333333,249.2,218.4,
7/3/19,p,1,P11-2,6-BD,1.6,11,41,29,45.88333333,249.2,218.4,
7/3/19,p,1,P11-2,6-BD,1.6,11,55,65,45.88333333,249.2,218.4,
7/3/19,p,1,P11-2,6-BD,1.6,11,48,35,45.88333333,249.2,218.4,
7/3/19,p,1,P11-2,6-BD,1.6,11,65,126,45.88333333,249.2,218.4,
7/3/19,p,1,P11-2,6-BD,1.6,11,55,51,45.88333333,249.2,218.4,
7/3/19,p,1,P11-2,6-BD,1.6,11,54,57,45.88333333,249.2,218.4,
7/3/19,p,1,P11-2,6-BD,1.6,11,60,79,45.88333333,249.2,218.4,
7/3/19,p,1,P11-2,6-BD,1.6,11,43,32,45.88333333,249.2,218.4,
7/3/19,p,1,P11-2,6-BD,1.6,11,35,15,45.88333333,249.2,218.4,
7/3/19,p,1,P44-2,7-BI,1.6,44,63,100,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,56,81,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,39,26,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,65,100,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,60,86,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,68,107,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,62,78,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,57,69,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,45,33,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,59,72,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,64,91,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,58,68,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,60,74,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,66,115,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,40,23,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,53,54,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,56,63,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,35,17,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,36,20,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,58,64,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,48,37,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,57,74,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,54,63,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,45,34,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,46,28,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,50,40,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,39,21,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,64,85,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,51,48,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,34,13,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,50,53,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,46,39,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,57,68,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,59,81,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,57,76,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,54,58,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,66,108,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,57,64,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,52,58,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,54,54,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,54,59,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,54,55,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,53,59,44.4,249.9,159.8,
7/3/19,p,1,P44-2,7-BI,1.6,44,40,24,44.4,249.9,159.8,
7/3/19,r,1,R2-1,7-BD,1.6,2,55,65,91.56666667,249.7,246.2,
7/3/19,r,1,R2-1,7-BD,1.6,2,81,206,91.56666667,249.7,246.2,
7/3/19,p,1,P2-2,7-TI,1.6,2,57,76,44.88333333,250.3,244.7,
7/3/19,p,1,P2-2,7-TI,1.6,2,55,65,44.88333333,250.3,244.7,
7/3/19,r,1,R2-2,7-TD,1.6,2,78,233,91.81666667,250.4,228,
7/3/19,r,1,R2-2,7-TD,1.6,2,77,239,91.81666667,250.4,228,
7/3/19,p,1,P24-1,8-BI,1.6,24,52,57,46.18333333,248.8,176.5,
7/3/19,p,1,P24-1,8-BI,1.6,24,59,85,46.18333333,248.8,176.5,
7/3/19,p,1,P24-1,8-BI,1.6,24,70,141,46.18333333,248.8,176.5,
7/3/19,p,1,P24-1,8-BI,1.6,24,58,81,46.18333333,248.8,176.5,
7/3/19,p,1,P24-1,8-BI,1.6,24,58,83,46.18333333,248.8,176.5,
7/3/19,p,1,P24-1,8-BI,1.6,24,50,46,46.18333333,248.8,176.5,
7/3/19,p,1,P24-1,8-BI,1.6,24,59,82,46.18333333,248.8,176.5,
7/3/19,p,1,P24-1,8-BI,1.6,24,47,36,46.18333333,248.8,176.5,
7/3/19,p,1,P24-1,8-BI,1.6,24,65,106,46.18333333,248.8,176.5,
7/3/19,p,1,P24-1,8-BI,1.6,24,35,20,46.18333333,248.8,176.5,
7/3/19,p,1,P24-1,8-BI,1.6,24,57,72,46.18333333,248.8,176.5,
7/3/19,p,1,P24-1,8-BI,1.6,24,53,61,46.18333333,248.8,176.5,
7/3/19,p,1,P24-1,8-BI,1.6,24,49,39,46.18333333,248.8,176.5,
7/3/19,p,1,P24-1,8-BI,1.6,24,35,16,46.18333333,248.8,176.5,
7/3/19,p,1,P24-1,8-BI,1.6,24,58,77,46.18333333,248.8,176.5,
7/3/19,p,1,P24-1,8-BI,1.6,24,60,93,46.18333333,248.8,176.5,
7/3/19,p,1,P24-1,8-BI,1.6,24,59,67,46.18333333,248.8,176.5,
7/3/19,p,1,P24-1,8-BI,1.6,24,56,60,46.18333333,248.8,176.5,
7/3/19,p,1,P24-1,8-BI,1.6,24,55,61,46.18333333,248.8,176.5,
7/3/19,p,1,P24-1,8-BI,1.6,24,46,47,46.18333333,248.8,176.5,
7/3/19,p,1,P24-1,8-BI,1.6,24,62,77,46.18333333,248.8,176.5,
7/3/19,p,1,P24-1,8-BI,1.6,24,55,72,46.18333333,248.8,176.5,
7/3/19,p,1,P24-1,8-BI,1.6,24,50,46,46.18333333,248.8,176.5,
7/3/19,p,1,P24-1,8-BI,1.6,24,38,22,46.18333333,248.8,176.5,
7/3/19,r,1,R7-2,8-BD,1.6,7,85,226,93.13333333,249.6,244.9,
7/3/19,r,1,R7-2,8-BD,1.6,7,55,66,93.13333333,249.6,244.9,
7/3/19,r,1,R7-2,8-BD,1.6,7,41,30,93.13333333,249.6,244.9,
7/3/19,r,1,R7-2,8-BD,1.6,7,42,31,93.13333333,249.6,244.9,
7/3/19,r,1,R7-2,8-BD,1.6,7,80,208,93.13333333,249.6,244.9,
7/3/19,r,1,R7-2,8-BD,1.6,7,82,274,93.13333333,249.6,244.9,
7/3/19,r,1,R7-2,8-BD,1.6,7,59,68,93.13333333,249.6,244.9,
7/3/19,p,1,P24-2,13-TI,1.6,24,56,76,46.88333333,249.9,200.6,
7/3/19,p,1,P24-2,13-TI,1.6,24,39,24,46.88333333,249.9,200.6,
7/3/19,p,1,P24-2,13-TI,1.6,24,64,96,46.88333333,249.9,200.6,
7/3/19,p,1,P24-2,13-TI,1.6,24,50,47,46.88333333,249.9,200.6,
7/3/19,p,1,P24-2,13-TI,1.6,24,62,83,46.88333333,249.9,200.6,
7/3/19,p,1,P24-2,13-TI,1.6,24,51,51,46.88333333,249.9,200.6,
7/3/19,p,1,P24-2,13-TI,1.6,24,58,91,46.88333333,249.9,200.6,
7/3/19,p,1,P24-2,13-TI,1.6,24,47,48,46.88333333,249.9,200.6,
7/3/19,p,1,P24-2,13-TI,1.6,24,55,68,46.88333333,249.9,200.6,
7/3/19,p,1,P24-2,13-TI,1.6,24,59,82,46.88333333,249.9,200.6,
7/3/19,p,1,P24-2,13-TI,1.6,24,50,60,46.88333333,249.9,200.6,
7/3/19,p,1,P24-2,13-TI,1.6,24,49,44,46.88333333,249.9,200.6,
7/3/19,p,1,P24-2,13-TI,1.6,24,44,34,46.88333333,249.9,200.6,
7/3/19,p,1,P24-2,13-TI,1.6,24,63,92,46.88333333,249.9,200.6,
7/3/19,p,1,P24-2,13-TI,1.6,24,58,71,46.88333333,249.9,200.6,
7/3/19,p,1,P24-2,13-TI,1.6,24,59,78,46.88333333,249.9,200.6,
7/3/19,p,1,P24-2,13-TI,1.6,24,51,51,46.88333333,249.9,200.6,
7/3/19,p,1,P24-2,13-TI,1.6,24,55,68,46.88333333,249.9,200.6,
7/3/19,p,1,P24-2,13-TI,1.6,24,55,69,46.88333333,249.9,200.6,
7/3/19,p,1,P24-2,13-TI,1.6,24,40,24,46.88333333,249.9,200.6,
7/3/19,p,1,P24-2,13-TI,1.6,24,55,75,46.88333333,249.9,200.6,
7/3/19,p,1,P24-2,13-TI,1.6,24,42,32,46.88333333,249.9,200.6,
7/3/19,p,1,P24-2,13-TI,1.6,24,37,22,46.88333333,249.9,200.6,
7/3/19,p,1,P24-2,13-TI,1.6,24,64,94,46.88333333,249.9,200.6,
7/3/19,r,1,R1-2,13-TD,1.6,1,71,144,92.78333333,249.9,243.1,
7/3/19,p,1,P22-2,12-TI,1.6,22,57,84,46.53333333,248.9,200.1,
7/3/19,p,1,P22-2,12-TI,1.6,22,63,102,46.53333333,248.9,200.1,
7/3/19,p,1,P22-2,12-TI,1.6,22,54,61,46.53333333,248.9,200.1,
7/3/19,p,1,P22-2,12-TI,1.6,22,53,54,46.53333333,248.9,200.1,
7/3/19,p,1,P22-2,12-TI,1.6,22,53,57,46.53333333,248.9,200.1,
7/3/19,p,1,P22-2,12-TI,1.6,22,40,24,46.53333333,248.9,200.1,
7/3/19,p,1,P22-2,12-TI,1.6,22,67,84,46.53333333,248.9,200.1,
7/3/19,p,1,P22-2,12-TI,1.6,22,43,23,46.53333333,248.9,200.1,
7/3/19,p,1,P22-2,12-TI,1.6,22,65,91,46.53333333,248.9,200.1,
7/3/19,p,1,P22-2,12-TI,1.6,22,60,76,46.53333333,248.9,200.1,
7/3/19,p,1,P22-2,12-TI,1.6,22,67,104,46.53333333,248.9,200.1,
7/3/19,p,1,P22-2,12-TI,1.6,22,57,72,46.53333333,248.9,200.1,
7/3/19,p,1,P22-2,12-TI,1.6,22,47,33,46.53333333,248.9,200.1,
7/3/19,p,1,P22-2,12-TI,1.6,22,57,74,46.53333333,248.9,200.1,
7/3/19,p,1,P22-2,12-TI,1.6,22,43,31,46.53333333,248.9,200.1,
7/3/19,p,1,P22-2,12-TI,1.6,22,58,75,46.53333333,248.9,200.1,
7/3/19,p,1,P22-2,12-TI,1.6,22,62,105,46.53333333,248.9,200.1,
7/3/19,p,1,P22-2,12-TI,1.6,22,69,126,46.53333333,248.9,200.1,
7/3/19,p,1,P22-2,12-TI,1.6,22,56,64,46.53333333,248.9,200.1,
7/3/19,p,1,P22-2,12-TI,1.6,22,56,74,46.53333333,248.9,200.1,
7/3/19,p,1,P22-2,12-TI,1.6,22,44,32,46.53333333,248.9,200.1,
7/3/19,p,1,P22-2,12-TI,1.6,22,54,63,46.53333333,248.9,200.1,
7/3/19,r,1,R12-2,12-TD,1.6,12,57,72,93.15,249,229.8,
7/3/19,r,1,R12-2,12-TD,1.6,12,80,263,93.15,249,229.8,
7/3/19,r,1,R12-2,12-TD,1.6,12,84,232,93.15,249,229.8,
7/3/19,r,1,R12-2,12-TD,1.6,12,86,272,93.15,249,229.8,
7/3/19,r,1,R12-2,12-TD,1.6,12,82,220,93.15,249,229.8,
7/3/19,r,1,R12-2,12-TD,1.6,12,61,100,93.15,249,229.8,
