date,trial_number,p_r,trial_id,tank,tank_size,urchin_density,urchin_size,urchin_mass,tank_biomass,ad_lib_feeding,days_starved,time_in,,time_out,,time out_r,total_time,total_time_r,kelp_in1,kelp_in2,kelp_in3,kelp_in_total,kelp_out1,kelp_out2,kelp_out_R,Kelp_out_total,kelp_consumed,kelp_per_urchin,mortality,notes
7/3/19,1,p,P3-2,6-TD,1.6,3,49,44,166,8,5,,,,,,46.25,,99.7,99.6,50.5,249.8,127.3,125.1,,252.4,-2.6,,,
7/3/19,1,r,R3-2,6-BI,1.6,3,76,195,473,8,5,16:29,,14:13,,13:27,45.73333333,92.96666667,99,99.6,50.8,249.4,128.6,114.1,251,493.7,-1.6,,,
7/3/19,1,r,R3-2,6-BI,1.6,3,70,151,473,8,5,,,,,,45.73333333,92.96666667,99,99.6,50.8,249.4,128.6,114.1,251,493.7,-1.6,,,
7/3/19,1,r,R3-2,6-BI,1.6,3,65,127,473,8,5,,,,,,45.73333333,92.96666667,99,99.6,50.8,249.4,128.6,114.1,251,493.7,-1.6,,,
7/3/19,1,p,P11-2,6-BD,1.6,11,69,122,691,8,5,16:17,,14:10,,,45.88333333,,99.2,99.8,50.2,249.2,120.2,98.2,,218.4,30.8,,,
7/3/19,1,p,P11-2,6-BD,1.6,11,59,80,691,8,5,,,,,,45.88333333,,99.2,99.8,50.2,249.2,120.2,98.2,,218.4,30.8,,,
7/3/19,1,p,P11-2,6-BD,1.6,11,41,29,691,8,5,,,,,,45.88333333,,99.2,99.8,50.2,249.2,120.2,98.2,,218.4,30.8,,,
7/3/19,1,p,P11-2,6-BD,1.6,11,55,65,691,8,5,,,,,,45.88333333,,99.2,99.8,50.2,249.2,120.2,98.2,,218.4,30.8,,,
7/3/19,1,p,P11-2,6-BD,1.6,11,48,35,691,8,5,,,,,,45.88333333,,99.2,99.8,50.2,249.2,120.2,98.2,,218.4,30.8,,,
7/3/19,1,p,P11-2,6-BD,1.6,11,65,126,691,8,5,,,,,,45.88333333,,99.2,99.8,50.2,249.2,120.2,98.2,,218.4,30.8,,,
7/3/19,1,p,P11-2,6-BD,1.6,11,55,51,691,8,5,,,,,,45.88333333,,99.2,99.8,50.2,249.2,120.2,98.2,,218.4,30.8,,,
7/3/19,1,p,P11-2,6-BD,1.6,11,54,57,691,8,5,,,,,,45.88333333,,99.2,99.8,50.2,249.2,120.2,98.2,,218.4,30.8,,,
7/3/19,1,p,P11-2,6-BD,1.6,11,60,79,691,8,5,,,,,,45.88333333,,99.2,99.8,50.2,249.2,120.2,98.2,,218.4,30.8,,,
7/3/19,1,p,P11-2,6-BD,1.6,11,43,32,691,8,5,,,,,,45.88333333,,99.2,99.8,50.2,249.2,120.2,98.2,,218.4,30.8,,,
7/3/19,1,p,P11-2,6-BD,1.6,11,35,15,691,8,5,,,,,,45.88333333,,99.2,99.8,50.2,249.2,120.2,98.2,,218.4,30.8,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,63,100,2640,8,5,17:52,,14:16,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,56,81,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,39,26,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,65,100,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,60,86,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,68,107,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,62,78,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,57,69,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,45,33,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,59,72,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,64,91,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,58,68,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,60,74,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,66,115,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,40,23,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,53,54,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,56,63,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,35,17,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,36,20,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,58,64,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,48,37,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,57,74,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,54,63,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,45,34,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,46,28,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,50,40,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,39,21,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,64,85,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,51,48,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,34,13,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,50,53,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,46,39,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,57,68,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,59,81,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,57,76,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,54,58,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,66,108,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,57,64,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,52,58,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,54,54,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,54,59,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,54,55,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,53,59,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,p,P44-2,7-BI,1.6,44,40,24,2640,8,5,,,,,,44.4,,99.9,99.5,50.5,249.9,126.1,33.7,,159.8,90.1,,,
7/3/19,1,r,R2-1,7-BD,1.6,2,55,65,271,8,5,17:57,,14:46,,13:31,44.81666667,91.56666667,99.7,99.5,50.5,249.7,122.6,126.5,246.2,495.3,3.5,,,
7/3/19,1,r,R2-1,7-BD,1.6,2,81,206,271,8,5,,,,,,44.81666667,91.56666667,99.7,99.5,50.5,249.7,122.6,126.5,246.2,495.3,3.5,,,
7/3/19,1,p,P2-2,7-TI,1.6,2,57,76,141,8,5,17:39,,14:32,,,44.88333333,,99.9,99.7,50.7,250.3,128.7,116,,244.7,5.6,,,
7/3/19,1,p,P2-2,7-TI,1.6,2,55,65,141,8,5,,,,,,44.88333333,,99.9,99.7,50.7,250.3,128.7,116,,244.7,5.6,,,
7/3/19,1,r,R2-2,7-TD,1.6,2,78,233,472,8,5,17:45,,14:37,,13:34,44.86666667,91.81666667,99.9,99.7,50.8,250.4,128.4,124.8,228,481.2,22.4,,,
7/3/19,1,r,R2-2,7-TD,1.6,2,77,239,472,8,5,,,,,,44.86666667,,99.9,99.7,50.8,250.4,128.4,124.8,,253.2,-2.8,,,
7/3/19,1,p,P24-1,8-BI,1.6,24,52,57,1547,8,5,16:31,,14:42,,,46.18333333,,99.5,99,50.3,248.8,127.2,49.3,,176.5,72.3,,,
7/3/19,1,p,P24-1,8-BI,1.6,24,59,85,1547,8,5,,,,,,46.18333333,,99.5,99,50.3,248.8,127.2,49.3,,176.5,72.3,,,
7/3/19,1,p,P24-1,8-BI,1.6,24,70,141,1547,8,5,,,,,,46.18333333,,99.5,99,50.3,248.8,127.2,49.3,,176.5,72.3,,,
7/3/19,1,p,P24-1,8-BI,1.6,24,58,81,1547,8,5,,,,,,46.18333333,,99.5,99,50.3,248.8,127.2,49.3,,176.5,72.3,,,
7/3/19,1,p,P24-1,8-BI,1.6,24,58,83,1547,8,5,,,,,,46.18333333,,99.5,99,50.3,248.8,127.2,49.3,,176.5,72.3,,,
7/3/19,1,p,P24-1,8-BI,1.6,24,50,46,1547,8,5,,,,,,46.18333333,,99.5,99,50.3,248.8,127.2,49.3,,176.5,72.3,,,
7/3/19,1,p,P24-1,8-BI,1.6,24,59,82,1547,8,5,,,,,,46.18333333,,99.5,99,50.3,248.8,127.2,49.3,,176.5,72.3,,,
7/3/19,1,p,P24-1,8-BI,1.6,24,47,36,1547,8,5,,,,,,46.18333333,,99.5,99,50.3,248.8,127.2,49.3,,176.5,72.3,,,
7/3/19,1,p,P24-1,8-BI,1.6,24,65,106,1547,8,5,,,,,,46.18333333,,99.5,99,50.3,248.8,127.2,49.3,,176.5,72.3,,,
7/3/19,1,p,P24-1,8-BI,1.6,24,35,20,1547,8,5,,,,,,46.18333333,,99.5,99,50.3,248.8,127.2,49.3,,176.5,72.3,,,
7/3/19,1,p,P24-1,8-BI,1.6,24,57,72,1547,8,5,,,,,,46.18333333,,99.5,99,50.3,248.8,127.2,49.3,,176.5,72.3,,,
7/3/19,1,p,P24-1,8-BI,1.6,24,53,61,1547,8,5,,,,,,46.18333333,,99.5,99,50.3,248.8,127.2,49.3,,176.5,72.3,,,
7/3/19,1,p,P24-1,8-BI,1.6,24,49,39,1547,8,5,,,,,,46.18333333,,99.5,99,50.3,248.8,127.2,49.3,,176.5,72.3,,,
7/3/19,1,p,P24-1,8-BI,1.6,24,35,16,1547,8,5,,,,,,46.18333333,,99.5,99,50.3,248.8,127.2,49.3,,176.5,72.3,,,
7/3/19,1,p,P24-1,8-BI,1.6,24,58,77,1547,8,5,,,,,,46.18333333,,99.5,99,50.3,248.8,127.2,49.3,,176.5,72.3,,,
7/3/19,1,p,P24-1,8-BI,1.6,24,60,93,1547,8,5,,,,,,46.18333333,,99.5,99,50.3,248.8,127.2,49.3,,176.5,72.3,,,
7/3/19,1,p,P24-1,8-BI,1.6,24,59,67,1547,8,5,,,,,,46.18333333,,99.5,99,50.3,248.8,127.2,49.3,,176.5,72.3,,,
7/3/19,1,p,P24-1,8-BI,1.6,24,56,60,1547,8,5,,,,,,46.18333333,,99.5,99,50.3,248.8,127.2,49.3,,176.5,72.3,,,
7/3/19,1,p,P24-1,8-BI,1.6,24,55,61,1547,8,5,,,,,,46.18333333,,99.5,99,50.3,248.8,127.2,49.3,,176.5,72.3,,,
7/3/19,1,p,P24-1,8-BI,1.6,24,46,47,1547,8,5,,,,,,46.18333333,,99.5,99,50.3,248.8,127.2,49.3,,176.5,72.3,,,
7/3/19,1,p,P24-1,8-BI,1.6,24,62,77,1547,8,5,,,,,,46.18333333,,99.5,99,50.3,248.8,127.2,49.3,,176.5,72.3,,,
7/3/19,1,p,P24-1,8-BI,1.6,24,55,72,1547,8,5,,,,,,46.18333333,,99.5,99,50.3,248.8,127.2,49.3,,176.5,72.3,,,
7/3/19,1,p,P24-1,8-BI,1.6,24,50,46,1547,8,5,,,,,,46.18333333,,99.5,99,50.3,248.8,127.2,49.3,,176.5,72.3,,,
7/3/19,1,p,P24-1,8-BI,1.6,24,38,22,1547,8,5,,,,,,46.18333333,,99.5,99,50.3,248.8,127.2,49.3,,176.5,72.3,,,
7/3/19,1,r,R7-2,8-BD,1.6,7,85,226,903,8,5,16:29,,14:39,,13:37,46.16666667,93.13333333,99.4,99.6,50.6,249.6,130,110.2,244.9,485.1,4.7,,,
7/3/19,1,r,R7-3,8-BD,1.6,7,55,66,903,8,5,,,,,,46.16666667,93.13333333,99.4,99.6,50.6,249.6,130,110.2,244.9,240.2,4.7,,,
7/3/19,1,r,R7-4,8-BD,1.6,7,41,30,903,8,5,,,,,,46.16666667,93.13333333,99.4,99.6,50.6,249.6,130,110.2,244.9,240.2,4.7,,,
7/3/19,1,r,R7-5,8-BD,1.6,7,42,31,903,8,5,,,,,,46.16666667,93.13333333,99.4,99.6,50.6,249.6,130,110.2,244.9,240.2,4.7,,,
7/3/19,1,r,R7-6,8-BD,1.6,7,80,208,903,8,5,,,,,,46.16666667,93.13333333,99.4,99.6,50.6,249.6,130,110.2,244.9,240.2,4.7,,,
7/3/19,1,r,R7-7,8-BD,1.6,7,82,274,903,8,5,,,,,,46.16666667,93.13333333,99.4,99.6,50.6,249.6,130,110.2,244.9,240.2,4.7,,,
7/3/19,1,r,R7-8,8-BD,1.6,7,59,68,903,8,5,,,,,,46.16666667,93.13333333,99.4,99.6,50.6,249.6,130,110.2,244.9,240.2,4.7,,,
7/3/19,1,p,P24-2,13-TI,1.6,24,56,76,1480,8,5,16:57,,15:50,,,46.88333333,,99.7,99.9,50.3,249.9,125.5,75.1,,200.6,49.3,,,
7/3/19,1,p,P24-2,13-TI,1.6,24,39,24,1480,8,5,,,,,,46.88333333,,99.7,99.9,50.3,249.9,125.5,75.1,,200.6,49.3,,,
7/3/19,1,p,P24-2,13-TI,1.6,24,64,96,1480,8,5,,,,,,46.88333333,,99.7,99.9,50.3,249.9,125.5,75.1,,200.6,49.3,,,
7/3/19,1,p,P24-2,13-TI,1.6,24,50,47,1480,8,5,,,,,,46.88333333,,99.7,99.9,50.3,249.9,125.5,75.1,,200.6,49.3,,,
7/3/19,1,p,P24-2,13-TI,1.6,24,62,83,1480,8,5,,,,,,46.88333333,,99.7,99.9,50.3,249.9,125.5,75.1,,200.6,49.3,,,
7/3/19,1,p,P24-2,13-TI,1.6,24,51,51,1480,8,5,,,,,,46.88333333,,99.7,99.9,50.3,249.9,125.5,75.1,,200.6,49.3,,,
7/3/19,1,p,P24-2,13-TI,1.6,24,58,91,1480,8,5,,,,,,46.88333333,,99.7,99.9,50.3,249.9,125.5,75.1,,200.6,49.3,,,
7/3/19,1,p,P24-2,13-TI,1.6,24,47,48,1480,8,5,,,,,,46.88333333,,99.7,99.9,50.3,249.9,125.5,75.1,,200.6,49.3,,,
7/3/19,1,p,P24-2,13-TI,1.6,24,55,68,1480,8,5,,,,,,46.88333333,,99.7,99.9,50.3,249.9,125.5,75.1,,200.6,49.3,,,
7/3/19,1,p,P24-2,13-TI,1.6,24,59,82,1480,8,5,,,,,,46.88333333,,99.7,99.9,50.3,249.9,125.5,75.1,,200.6,49.3,,,
7/3/19,1,p,P24-2,13-TI,1.6,24,50,60,1480,8,5,,,,,,46.88333333,,99.7,99.9,50.3,249.9,125.5,75.1,,200.6,49.3,,,
7/3/19,1,p,P24-2,13-TI,1.6,24,49,44,1480,8,5,,,,,,46.88333333,,99.7,99.9,50.3,249.9,125.5,75.1,,200.6,49.3,,,
7/3/19,1,p,P24-2,13-TI,1.6,24,44,34,1480,8,5,,,,,,46.88333333,,99.7,99.9,50.3,249.9,125.5,75.1,,200.6,49.3,,,
7/3/19,1,p,P24-2,13-TI,1.6,24,63,92,1480,8,5,,,,,,46.88333333,,99.7,99.9,50.3,249.9,125.5,75.1,,200.6,49.3,,,
7/3/19,1,p,P24-2,13-TI,1.6,24,58,71,1480,8,5,,,,,,46.88333333,,99.7,99.9,50.3,249.9,125.5,75.1,,200.6,49.3,,,
7/3/19,1,p,P24-2,13-TI,1.6,24,59,78,1480,8,5,,,,,,46.88333333,,99.7,99.9,50.3,249.9,125.5,75.1,,200.6,49.3,,,
7/3/19,1,p,P24-2,13-TI,1.6,24,51,51,1480,8,5,,,,,,46.88333333,,99.7,99.9,50.3,249.9,125.5,75.1,,200.6,49.3,,,
7/3/19,1,p,P24-2,13-TI,1.6,24,55,68,1480,8,5,,,,,,46.88333333,,99.7,99.9,50.3,249.9,125.5,75.1,,200.6,49.3,,,
7/3/19,1,p,P24-2,13-TI,1.6,24,55,69,1480,8,5,,,,,,46.88333333,,99.7,99.9,50.3,249.9,125.5,75.1,,200.6,49.3,,,
7/3/19,1,p,P24-2,13-TI,1.6,24,40,24,1480,8,5,,,,,,46.88333333,,99.7,99.9,50.3,249.9,125.5,75.1,,200.6,49.3,,,
7/3/19,1,p,P24-2,13-TI,1.6,24,55,75,1480,8,5,,,,,,46.88333333,,99.7,99.9,50.3,249.9,125.5,75.1,,200.6,49.3,,,
7/3/19,1,p,P24-2,13-TI,1.6,24,42,32,1480,8,5,,,,,,46.88333333,,99.7,99.9,50.3,249.9,125.5,75.1,,200.6,49.3,,,
7/3/19,1,p,P24-2,13-TI,1.6,24,37,22,1480,8,5,,,,,,46.88333333,,99.7,99.9,50.3,249.9,125.5,75.1,,200.6,49.3,,,
7/3/19,1,p,P24-2,13-TI,1.6,24,64,94,1480,8,5,,,,,,46.88333333,,99.7,99.9,50.3,249.9,125.5,75.1,,200.6,49.3,,,
7/3/19,1,r,R1-2,13-TD,1.6,1,71,144,144,8,5,16:54,,15:52,,13:41,46.96666667,92.78333333,99.6,99.6,50.7,249.9,127.8,113.7,243.1,484.6,6.8,,,no drain- some kelp might have gotten through 
7/3/19,1,p,P22-2,12-TI,1.6,22,57,84,1509,8,5,16:42,,15:14,,,46.53333333,,99.1,99.4,50.4,248.9,127.3,72.8,,200.1,48.8,,,
7/3/19,1,p,P22-2,12-TI,1.6,22,63,102,1509,8,5,,,,,,46.53333333,,99.1,99.4,50.4,248.9,127.3,72.8,,200.1,48.8,,,
7/3/19,1,p,P22-2,12-TI,1.6,22,54,61,1509,8,5,,,,,,46.53333333,,99.1,99.4,50.4,248.9,127.3,72.8,,200.1,48.8,,,
7/3/19,1,p,P22-2,12-TI,1.6,22,53,54,1509,8,5,,,,,,46.53333333,,99.1,99.4,50.4,248.9,127.3,72.8,,200.1,48.8,,,
7/3/19,1,p,P22-2,12-TI,1.6,22,53,57,1509,8,5,,,,,,46.53333333,,99.1,99.4,50.4,248.9,127.3,72.8,,200.1,48.8,,,
7/3/19,1,p,P22-2,12-TI,1.6,22,40,24,1509,8,5,,,,,,46.53333333,,99.1,99.4,50.4,248.9,127.3,72.8,,200.1,48.8,,,
7/3/19,1,p,P22-2,12-TI,1.6,22,67,84,1509,8,5,,,,,,46.53333333,,99.1,99.4,50.4,248.9,127.3,72.8,,200.1,48.8,,,
7/3/19,1,p,P22-2,12-TI,1.6,22,43,23,1509,8,5,,,,,,46.53333333,,99.1,99.4,50.4,248.9,127.3,72.8,,200.1,48.8,,,
7/3/19,1,p,P22-2,12-TI,1.6,22,65,91,1509,8,5,,,,,,46.53333333,,99.1,99.4,50.4,248.9,127.3,72.8,,200.1,48.8,,,
7/3/19,1,p,P22-2,12-TI,1.6,22,60,76,1509,8,5,,,,,,46.53333333,,99.1,99.4,50.4,248.9,127.3,72.8,,200.1,48.8,,,
7/3/19,1,p,P22-2,12-TI,1.6,22,67,104,1509,8,5,,,,,,46.53333333,,99.1,99.4,50.4,248.9,127.3,72.8,,200.1,48.8,,,
7/3/19,1,p,P22-2,12-TI,1.6,22,57,72,1509,8,5,,,,,,46.53333333,,99.1,99.4,50.4,248.9,127.3,72.8,,200.1,48.8,,,
7/3/19,1,p,P22-2,12-TI,1.6,22,47,33,1509,8,5,,,,,,46.53333333,,99.1,99.4,50.4,248.9,127.3,72.8,,200.1,48.8,,,
7/3/19,1,p,P22-2,12-TI,1.6,22,57,74,1509,8,5,,,,,,46.53333333,,99.1,99.4,50.4,248.9,127.3,72.8,,200.1,48.8,,,
7/3/19,1,p,P22-2,12-TI,1.6,22,43,31,1509,8,5,,,,,,46.53333333,,99.1,99.4,50.4,248.9,127.3,72.8,,200.1,48.8,,,
7/3/19,1,p,P22-2,12-TI,1.6,22,58,75,1509,8,5,,,,,,46.53333333,,99.1,99.4,50.4,248.9,127.3,72.8,,200.1,48.8,,,
7/3/19,1,p,P22-2,12-TI,1.6,22,62,105,1509,8,5,,,,,,46.53333333,,99.1,99.4,50.4,248.9,127.3,72.8,,200.1,48.8,,,
7/3/19,1,p,P22-2,12-TI,1.6,22,69,126,1509,8,5,,,,,,46.53333333,,99.1,99.4,50.4,248.9,127.3,72.8,,200.1,48.8,,,
7/3/19,1,p,P22-2,12-TI,1.6,22,56,64,1509,8,5,,,,,,46.53333333,,99.1,99.4,50.4,248.9,127.3,72.8,,200.1,48.8,,,
7/3/19,1,p,P22-2,12-TI,1.6,22,56,74,1509,8,5,,,,,,46.53333333,,99.1,99.4,50.4,248.9,127.3,72.8,,200.1,48.8,,,
7/3/19,1,p,P22-2,12-TI,1.6,22,44,32,1509,8,5,,,,,,46.53333333,,99.1,99.4,50.4,248.9,127.3,72.8,,200.1,48.8,,,
7/3/19,1,p,P22-2,12-TI,1.6,22,54,63,1509,8,5,,,,,,46.53333333,,99.1,99.4,50.4,248.9,127.3,72.8,,200.1,48.8,,,
7/3/19,1,r,R12-2,12-TD,1.6,12,57,72,2104,8,5,16:41,,15:19,,13:50,46.63333333,93.15,99,99.4,50.6,249,124.9,111.8,229.8,466.5,19.2,,,no drain
7/3/19,1,r,R12-2,12-TD,1.6,12,80,263,2104,8,5,,,,,,46.63333333,93.15,99,99.4,50.6,249,124.9,111.8,229.8,236.7,19.2,,,
7/3/19,1,r,R12-2,12-TD,1.6,12,84,232,2104,8,5,,,,,,46.63333333,93.15,99,99.4,50.6,249,124.9,111.8,229.8,236.7,19.2,,,
7/3/19,1,r,R12-2,12-TD,1.6,12,86,272,2104,8,5,,,,,,46.63333333,93.15,99,99.4,50.6,249,124.9,111.8,229.8,236.7,19.2,,,
7/3/19,1,r,R12-2,12-TD,1.6,12,82,220,2104,8,5,,,,,,46.63333333,93.15,99,99.4,50.6,249,124.9,111.8,229.8,236.7,19.2,,,
7/3/19,1,r,R12-2,12-TD,1.6,12,61,100,2104,8,5,,,,,,46.63333333,93.15,99,99.4,50.6,249,124.9,111.8,229.8,236.7,19.2,,,
