date,trial_number,p_r,trial_id,total_time,tank,tank_size,urchin_density,urchin_size,urchin_mass,tank_biomass,ad_lib_feeding,days_starved,kelp_in1,kelp_in2,kelp_in3,kelp_in,kelp_out1,kelp_out2,kelp_out_R,kelp_out,mortality
43649,1,p,P7-1,46.18333333,1-BI,1.6,7,65,110,490,8,5,99,99.5,50.7,249.2,140.4,83.3,0,223.7,0
43649,1,p,P7-1,46.18333333,1-BI,1.6,7,69,122,490,8,5,99,99.5,50.7,249.2,140.4,83.3,0,223.7,0
43649,1,p,P7-1,46.18333333,1-BI,1.6,7,54,67,490,8,5,99,99.5,50.7,249.2,140.4,83.3,0,223.7,0
43649,1,p,P7-1,46.18333333,1-BI,1.6,7,49,58,490,8,5,99,99.5,50.7,249.2,140.4,83.3,0,223.7,0
43649,1,p,P7-1,46.18333333,1-BI,1.6,7,49,54,490,8,5,99,99.5,50.7,249.2,140.4,83.3,0,223.7,0
43649,1,p,P7-1,46.18333333,1-BI,1.6,7,43,31,490,8,5,99,99.5,50.7,249.2,140.4,83.3,0,223.7,0
43649,1,p,P7-1,46.18333333,1-BI,1.6,7,48,48,490,8,5,99,99.5,50.7,249.2,140.4,83.3,0,223.7,0
43649,1,r,R1-1,94.41666667,1-BD,1.6,1,87,229,229,8,5,99.2,99,50.4,248.6,166,80.4,233.2,233.2,0
43649,1,r,R7-1,94.45,2-BI,1.6,7,81,209,897,8,5,99.5,99.4,50.1,249,115.7,101,183.1,183.1,0
43649,1,r,R7-1,94.45,2-BI,1.6,7,84,265,897,8,5,99.5,99.4,50.1,249,115.7,101,183.1,183.1,0
43649,1,r,R7-1,94.45,2-BI,1.6,7,70,127,897,8,5,99.5,99.4,50.1,249,115.7,101,183.1,183.1,0
43649,1,r,R7-1,94.45,2-BI,1.6,7,66,157,897,8,5,99.5,99.4,50.1,249,115.7,101,183.1,183.1,0
43649,1,r,R7-1,94.45,2-BI,1.6,7,38,31,897,8,5,99.5,99.4,50.1,249,115.7,101,183.1,183.1,0
43649,1,r,R7-1,94.45,2-BI,1.6,7,46,49,897,8,5,99.5,99.4,50.1,249,115.7,101,183.1,183.1,0
43649,1,r,R7-1,94.45,2-BI,1.6,7,48,59,897,8,5,99.5,99.4,50.1,249,115.7,101,183.1,183.1,0
43649,1,p,P22-1,46.23333333,2-BD,1.6,22,54,69,1472,8,5,99.6,99.8,50.4,249.8,199.5,0,0,199.5,0
43649,1,p,P22-1,46.23333333,2-BD,1.6,22,57,78,1472,8,5,99.6,99.8,50.4,249.8,199.5,0,0,199.5,0
43649,1,p,P22-1,46.23333333,2-BD,1.6,22,49,57,1472,8,5,99.6,99.8,50.4,249.8,199.5,0,0,199.5,0
43649,1,p,P22-1,46.23333333,2-BD,1.6,22,65,95,1472,8,5,99.6,99.8,50.4,249.8,199.5,0,0,199.5,0
43649,1,p,P22-1,46.23333333,2-BD,1.6,22,64,99,1472,8,5,99.6,99.8,50.4,249.8,199.5,0,0,199.5,0
43649,1,p,P22-1,46.23333333,2-BD,1.6,22,51,57,1472,8,5,99.6,99.8,50.4,249.8,199.5,0,0,199.5,0
43649,1,p,P22-1,46.23333333,2-BD,1.6,22,53,64,1472,8,5,99.6,99.8,50.4,249.8,199.5,0,0,199.5,0
43649,1,p,P22-1,46.23333333,2-BD,1.6,22,57,79,1472,8,5,99.6,99.8,50.4,249.8,199.5,0,0,199.5,0
43649,1,p,P22-1,46.23333333,2-BD,1.6,22,57,83,1472,8,5,99.6,99.8,50.4,249.8,199.5,0,0,199.5,0
43649,1,p,P22-1,46.23333333,2-BD,1.6,22,53,75,1472,8,5,99.6,99.8,50.4,249.8,199.5,0,0,199.5,0
43649,1,p,P22-1,46.23333333,2-BD,1.6,22,50,46,1472,8,5,99.6,99.8,50.4,249.8,199.5,0,0,199.5,0
43649,1,p,P22-1,46.23333333,2-BD,1.6,22,50,47,1472,8,5,99.6,99.8,50.4,249.8,199.5,0,0,199.5,0
43649,1,p,P22-1,46.23333333,2-BD,1.6,22,68,126,1472,8,5,99.6,99.8,50.4,249.8,199.5,0,0,199.5,0
43649,1,p,P22-1,46.23333333,2-BD,1.6,22,57,76,1472,8,5,99.6,99.8,50.4,249.8,199.5,0,0,199.5,0
43649,1,p,P22-1,46.23333333,2-BD,1.6,22,49,50,1472,8,5,99.6,99.8,50.4,249.8,199.5,0,0,199.5,0
43649,1,p,P22-1,46.23333333,2-BD,1.6,22,44,43,1472,8,5,99.6,99.8,50.4,249.8,199.5,0,0,199.5,0
43649,1,p,P22-1,46.23333333,2-BD,1.6,22,42,40,1472,8,5,99.6,99.8,50.4,249.8,199.5,0,0,199.5,0
43649,1,p,P22-1,46.23333333,2-BD,1.6,22,65,94,1472,8,5,99.6,99.8,50.4,249.8,199.5,0,0,199.5,0
43649,1,p,P22-1,46.23333333,2-BD,1.6,22,56,76,1472,8,5,99.6,99.8,50.4,249.8,199.5,0,0,199.5,0
43649,1,p,P22-1,46.23333333,2-BD,1.6,22,51,51,1472,8,5,99.6,99.8,50.4,249.8,199.5,0,0,199.5,0
43649,1,p,P22-1,46.23333333,2-BD,1.6,22,39,25,1472,8,5,99.6,99.8,50.4,249.8,199.5,0,0,199.5,0
43649,1,p,P22-1,46.23333333,2-BD,1.6,22,46,42,1472,8,5,99.6,99.8,50.4,249.8,199.5,0,0,199.5,0
43649,1,p,P3-1,46.91666667,3-BI,1.6,3,69,137,301,8,5,99.8,99.6,50.9,250.3,130.5,99.1,0,229.6,0
43649,1,p,P3-1,46.91666667,3-BI,1.6,3,46,42,301,8,5,99.8,99.6,50.9,250.3,130.5,99.1,0,229.6,0
43649,1,p,P3-1,46.91666667,3-BI,1.6,3,68,122,301,8,5,99.8,99.6,50.9,250.3,130.5,99.1,0,229.6,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,44,36,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,54,65,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,55,68,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,65,110,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,56,72,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,58,74,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,49,39,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,62,77,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,61,87,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,56,74,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,48,43,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,53,63,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,43,31,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,51,50,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,57,71,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,37,25,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,44,37,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,51,51,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,38,23,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,54,71,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,69,117,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,37,23,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,54,58,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,53,57,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,53,51,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,48,37,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,50,57,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,69,127,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,61,93,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,60,97,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,56,73,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,52,62,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,44,40,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,49,47,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,44,37,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,66,110,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,48,48,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,61,101,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,47,43,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,37,19,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,60,101,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,62,120,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,49,42,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,p,P44-1,46.71666667,3-BD,1.6,44,56,82,2809,8,5,99.8,99.8,50.9,250.5,165.1,0,0,165.1,0
43649,1,r,R12-1,94.56666667,4-BI,1.6,12,68,140,2309,8,5,99.9,99.4,50.6,249.9,128.6,69.9,135.6,135.6,0
43649,1,r,R12-1,94.56666667,4-BI,1.6,12,81,241,2309,8,5,99.9,99.4,50.6,249.9,128.6,69.9,135.6,135.6,0
43649,1,r,R12-1,94.56666667,4-BI,1.6,12,70,182,2309,8,5,99.9,99.4,50.6,249.9,128.6,69.9,135.6,135.6,0
43649,1,r,R12-1,94.56666667,4-BI,1.6,12,73,179,2309,8,5,99.9,99.4,50.6,249.9,128.6,69.9,135.6,135.6,0
43649,1,r,R12-1,94.56666667,4-BI,1.6,12,83,269,2309,8,5,99.9,99.4,50.6,249.9,128.6,69.9,135.6,135.6,0
43649,1,r,R12-1,94.56666667,4-BI,1.6,12,73,171,2309,8,5,99.9,99.4,50.6,249.9,128.6,69.9,135.6,135.6,0
43649,1,r,R12-1,94.56666667,4-BI,1.6,12,78,241,2309,8,5,99.9,99.4,50.6,249.9,128.6,69.9,135.6,135.6,0
43649,1,r,R12-1,94.56666667,4-BI,1.6,12,45,41,2309,8,5,99.9,99.4,50.6,249.9,128.6,69.9,135.6,135.6,0
43649,1,r,R12-1,94.56666667,4-BI,1.6,12,74,210,2309,8,5,99.9,99.4,50.6,249.9,128.6,69.9,135.6,135.6,0
43649,1,r,R12-1,94.56666667,4-BI,1.6,12,80,246,2309,8,5,99.9,99.4,50.6,249.9,128.6,69.9,135.6,135.6,0
43649,1,r,R12-1,94.56666667,4-BI,1.6,12,71,136,2309,8,5,99.9,99.4,50.6,249.9,128.6,69.9,135.6,135.6,0
43649,1,r,R12-1,94.56666667,4-BI,1.6,12,89,253,2309,8,5,99.9,99.4,50.6,249.9,128.6,69.9,135.6,135.6,0
43649,1,p,P11-1,46.93333333,4-BD,1.6,11,61,111,879,8,5,99.5,99.8,50.5,249.8,128.1,115,0,243.1,0
43649,1,p,P11-1,46.93333333,4-BD,1.6,11,53,62,879,8,5,99.5,99.8,50.5,249.8,128.1,115,0,243.1,0
43649,1,p,P11-1,46.93333333,4-BD,1.6,11,59,88,879,8,5,99.5,99.8,50.5,249.8,128.1,115,0,243.1,0
43649,1,p,P11-1,46.93333333,4-BD,1.6,11,66,116,879,8,5,99.5,99.8,50.5,249.8,128.1,115,0,243.1,0
43649,1,p,P11-1,46.93333333,4-BD,1.6,11,56,74,879,8,5,99.5,99.8,50.5,249.8,128.1,115,0,243.1,0
43649,1,p,P11-1,46.93333333,4-BD,1.6,11,61,87,879,8,5,99.5,99.8,50.5,249.8,128.1,115,0,243.1,0
43649,1,p,P11-1,46.93333333,4-BD,1.6,11,53,59,879,8,5,99.5,99.8,50.5,249.8,128.1,115,0,243.1,0
43649,1,p,P11-1,46.93333333,4-BD,1.6,11,61,92,879,8,5,99.5,99.8,50.5,249.8,128.1,115,0,243.1,0
43649,1,p,P11-1,46.93333333,4-BD,1.6,11,53,57,879,8,5,99.5,99.8,50.5,249.8,128.1,115,0,243.1,0
43649,1,p,P11-1,46.93333333,4-BD,1.6,11,56,74,879,8,5,99.5,99.8,50.5,249.8,128.1,115,0,243.1,0
43649,1,p,P11-1,46.93333333,4-BD,1.6,11,50,59,879,8,5,99.5,99.8,50.5,249.8,128.1,115,0,243.1,0
43649,1,p,P2-1,46.26666667,5-TI,1.6,2,53,59,101,8,5,99.8,99.5,50.3,249.6,121,130.5,0,251.5,0
43649,1,p,P2-1,46.26666667,5-TI,1.6,2,49,42,101,8,5,99.8,99.5,50.3,249.6,121,130.5,0,251.5,0
43649,1,r,R3-1,93.66666667,5-TD,1.6,3,76,197,643,8,5,99.8,99.2,50.9,249.9,131.2,120,220.9,220.9,0
43649,1,r,R3-1,93.66666667,5-TD,1.6,3,73,231,643,8,5,99.8,99.2,50.9,249.9,131.2,120,220.9,220.9,0
43649,1,r,R3-1,93.66666667,5-TD,1.6,3,76,215,643,8,5,99.8,99.2,50.9,249.9,131.2,120,220.9,220.9,0
43649,1,p,P7-2,45.98333333,5-BI,1.6,7,36,20,513,8,5,99.9,99.7,50.9,250.5,133.4,101.9,0,235.3,0
43649,1,p,P7-2,45.98333333,5-BI,1.6,7,67,130,513,8,5,99.9,99.7,50.9,250.5,133.4,101.9,0,235.3,0
43649,1,p,P7-2,45.98333333,5-BI,1.6,7,53,62,513,8,5,99.9,99.7,50.9,250.5,133.4,101.9,0,235.3,0
43649,1,p,P7-2,45.98333333,5-BI,1.6,7,45,39,513,8,5,99.9,99.7,50.9,250.5,133.4,101.9,0,235.3,0
43649,1,p,P7-2,45.98333333,5-BI,1.6,7,38,22,513,8,5,99.9,99.7,50.9,250.5,133.4,101.9,0,235.3,0
43649,1,p,P7-2,45.98333333,5-BI,1.6,7,63,118,513,8,5,99.9,99.7,50.9,250.5,133.4,101.9,0,235.3,0
43649,1,p,P7-2,45.98333333,5-BI,1.6,7,65,122,513,8,5,99.9,99.7,50.9,250.5,133.4,101.9,0,235.3,0
43649,1,p,P7-3,46.2,5-BD,1.6,7,48,43,500,8,5,99.6,99.9,50.8,250.3,130.6,116.3,0,246.9,0
43649,1,p,P7-3,46.2,5-BD,1.6,7,60,102,500,8,5,99.6,99.9,50.8,250.3,130.6,116.3,0,246.9,0
43649,1,p,P7-3,46.2,5-BD,1.6,7,44,35,500,8,5,99.6,99.9,50.8,250.3,130.6,116.3,0,246.9,0
43649,1,p,P7-3,46.2,5-BD,1.6,7,57,95,500,8,5,99.6,99.9,50.8,250.3,130.6,116.3,0,246.9,0
43649,1,p,P7-3,46.2,5-BD,1.6,7,69,130,500,8,5,99.6,99.9,50.8,250.3,130.6,116.3,0,246.9,0
43649,1,p,P7-3,46.2,5-BD,1.6,7,43,30,500,8,5,99.6,99.9,50.8,250.3,130.6,116.3,0,246.9,0
43649,1,p,P7-3,46.2,5-BD,1.6,7,54,65,500,8,5,99.6,99.9,50.8,250.3,130.6,116.3,0,246.9,0
43649,1,p,P19-1,46.28333333,6-TI,1.6,19,49,31,1218,8,5,99.2,99.4,50.8,249.4,124.6,86.1,0,210.7,0
43649,1,p,P19-1,46.28333333,6-TI,1.6,19,51,57,1218,8,5,99.2,99.4,50.8,249.4,124.6,86.1,0,210.7,0
43649,1,p,P19-1,46.28333333,6-TI,1.6,19,49,51,1218,8,5,99.2,99.4,50.8,249.4,124.6,86.1,0,210.7,0
43649,1,p,P19-1,46.28333333,6-TI,1.6,19,38,23,1218,8,5,99.2,99.4,50.8,249.4,124.6,86.1,0,210.7,0
43649,1,p,P19-1,46.28333333,6-TI,1.6,19,60,89,1218,8,5,99.2,99.4,50.8,249.4,124.6,86.1,0,210.7,0
43649,1,p,P19-1,46.28333333,6-TI,1.6,19,63,95,1218,8,5,99.2,99.4,50.8,249.4,124.6,86.1,0,210.7,0
43649,1,p,P19-1,46.28333333,6-TI,1.6,19,48,45,1218,8,5,99.2,99.4,50.8,249.4,124.6,86.1,0,210.7,0
43649,1,p,P19-1,46.28333333,6-TI,1.6,19,46,48,1218,8,5,99.2,99.4,50.8,249.4,124.6,86.1,0,210.7,0
43649,1,p,P19-1,46.28333333,6-TI,1.6,19,56,64,1218,8,5,99.2,99.4,50.8,249.4,124.6,86.1,0,210.7,0
43649,1,p,P19-1,46.28333333,6-TI,1.6,19,48,45,1218,8,5,99.2,99.4,50.8,249.4,124.6,86.1,0,210.7,0
43649,1,p,P19-1,46.28333333,6-TI,1.6,19,65,95,1218,8,5,99.2,99.4,50.8,249.4,124.6,86.1,0,210.7,0
43649,1,p,P19-1,46.28333333,6-TI,1.6,19,48,45,1218,8,5,99.2,99.4,50.8,249.4,124.6,86.1,0,210.7,0
43649,1,p,P19-1,46.28333333,6-TI,1.6,19,63,90,1218,8,5,99.2,99.4,50.8,249.4,124.6,86.1,0,210.7,0
43649,1,p,P19-1,46.28333333,6-TI,1.6,19,57,76,1218,8,5,99.2,99.4,50.8,249.4,124.6,86.1,0,210.7,0
43649,1,p,P19-1,46.28333333,6-TI,1.6,19,52,54,1218,8,5,99.2,99.4,50.8,249.4,124.6,86.1,0,210.7,0
